,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
163,3/11/16 22:25,Lincoln,NE,USA,Light,5 seconds,Bright light shooting straight down toward the airport. ((NUFORC Note: Possible meteor?? PD)),3/18/16,
164,3/11/16 21:40,Ashland,NE,USA,Orb,Few seconds,"White, trailess, orb fell straight down in the north eastern sky from a vantage point between Omaha and Lincoln, Ne",3/18/16,
165,12/24/15 01:49,Omaha,NE,USA,Light,brief,Entire city lit up with light and a huge boom! The entire city is talking about it and several news stations are covering it.,1/5/16,
166,12/7/15 21:15,York,NE,USA,Triangle,1 minute,Large flying V- and T-shaped lights.,12/10/15,
167,12/3/15 18:00,Lincoln,NE,USA,Diamond,~8 minutes,"V-shaped lights, which turned red when I stopped to watch it, then flared brilliant white and moved toward me.",12/4/15,
168,11/23/15 18:44,Fremont,NE,USA,Triangle,5 minutes,Flying triangle made no sound.,11/26/15,
169,11/1/15 15:45,Lincoln/Omaha (between),NE,USA,Flash,20 seconds,Object resembling shooting star made 90 degree angle turn in broad daylight (3:45 pm).,11/6/15,
170,10/4/15 20:20,Omaha,NE,USA,Other,4:00,Sighting of V-shaped UFO less then 100' from my deck.,10/16/15,
171,9/29/15 19:15,Omaha,NE,USA,Formation,2-3 minutes,"Strange ""V-shaped"" glowing orbs.",10/2/15,
172,9/28/15 00:36,Lincoln,NE,USA,Triangle,~2 hours,I can't believe this craft went undetected for so long!,10/9/15,
173,9/9/15 01:00,Omaha,NE,USA,Disk,~5 minutes,Omaha UFO seen floating above building,9/11/15,
174,8/21/15 23:20,Bellevue,NE,USA,Triangle,3 minutes,"Large triangular shaped object, estimated to be 500-750 ft across, gold colored, moving slowly, no sound.",8/27/15,
175,8/14/15 22:34,Lemoyne,NE,USA,Circle,<10-20 seconds,My brother and I were watching the skies for shooting stars as we normally do when we camp out on the beach at Lake Mcconaughy.,8/27/15,
176,7/30/15 21:50,Lincoln,NE,USA,Light,15 minutes,"Red, green, and yellow flashing lights moving in ninety degree angles.",7/31/15,
177,7/19/15 22:30,La Junta,NE,USA,Cylinder,5-10 seconds,Watching lightning storm southeast of La Junta a green-blue object appeared and shot north across the sky at a very fast speed then dis,7/23/15,
178,7/4/15 21:30,Auburn,NE,USA,Unknown,15 minutes,"White or yellowish solid lighted objects, seven in a row seen traveling across the night sky.",7/6/15,
179,7/4/15 20:45,Lincoln,NE,USA,Light,2 minutes,Three red glowing lights viewed by three individuals.,8/6/15,
180,7/3/15 22:30,York,NE,USA,Light,3 minutes,"Two flickering orange objects sighted twice over in 1.5 hours time over York, Nebraska.",7/6/15,
181,6/29/15 22:00,Omaha,NE,USA,Other,5 minutes,((HOAX??)) Omaha aliens?,7/3/15,
182,6/27/15 20:17,Lexington,NE,USA,Disk,5-10 minutes,"Bright orange lit saucer going over Lexington, NE, north to south.",7/3/15,
183,3/31/15 04:50,Richlands,NE,USA,Sphere,1 minute,I was on my way to work traveling northwest on Highway 24/258 and the sky was clear. I saw a white globe travel through the sky just a,4/17/15,
184,3/28/15 21:05,Lincoln,NE,USA,Orb,1 minute,Low orbit orb in western sky.,4/3/15,
185,3/23/15 23:30,Grand Island,NE,USA,Changing,~3 minutes,Large black rectangular object above grand island with a red light on each side.,5/22/15,
186,3/14/15 22:15,Norfolk,NE,USA,Rectangle,45 seconds,Dark rectangle with tan squares no lights heading south to north no noise low enough I could see tan on the bottom.,3/20/15,
187,2/12/15 23:00,Omaha,NE,USA,Triangle,5 minutes,Omaha UFO.,2/20/15,
